StudentID,Age,StudyHours,Attendance,PreviousGPA,AssignmentsCompleted,SleepHours,InternetHours,Scholarship,Program,FinalGrade
STU-10522,-0.2,-0.20432220039292745,-0.1161555593626868,0.37017994858611764,-0.7981099656357392,-0.4606060606060609,-0.3246977547495683,1.0,3.0,3.96
STU-10947,2.1,-0.33634577603143434,0.9713894123693666,1.059125964010282,-0.46305841924398655,-0.3090909090909094,0.5135290731145653,0.0,4.0,5.09
STU-11352,0.6,0.22475442043222002,0.49511735480555036,0.34961439588688925,0.3548109965635737,-0.2,0.1312607944732298,0.0,1.0,4.37
STU-12298,0.8,1.3783889980353636,-0.253212266575296,-0.6580976863753218,0.1387457044673536,-0.5272727272727272,0.0023028209556706478,0.0,1.0,4.02
STU-13527,-0.6,-0.9005893909626721,-1.0454000342641774,-0.9151670951156817,-1.010738831615121,-0.4424242424242426,-0.3914795624640185,0.0,2.0,3.24
STU-11440,-0.4,0.28447937131630663,0.0,0.9871465295629819,0.2615979381443296,-0.7939393939393941,-0.14968336211859518,1.0,3.0,4.65
STU-11553,-0.2,2.124165029469548,0.8076066472502985,1.3059125964010276,0.5270618556701032,0.6121212121212113,-0.6563039723661486,1.0,4.0,6.63
STU-13546,0.4,0.4322200392927309,-1.5285249271886252,0.791773778920308,-0.11383161512027522,0.13939393939393907,0.7576280944156593,1.0,3.0,4.97
STU-14415,2.1,-0.6145383104125738,0.19016618125749468,-0.9562982005141393,0.14304123711340208,-0.006060606060606468,0.0,0.0,1.0,4.17
STU-11738,0.4,-1.2762278978389001,-0.6438238821312324,-0.2879177377892033,-1.5927835051546404,0.7636363636363628,1.4185377086931497,1.0,0.0,2.83
STU-11735,-1.0,-0.4463654223968566,0.24430358060647478,-0.5758354755784066,-0.23067010309278382,0.8545454545454539,-0.5043177892918826,0.0,4.0,4.32
STU-10686,0.6,-1.1363457760314344,-0.8309062874764442,0.30848329048843165,-1.2727663230240558,1.951515151515151,0.47207829591249284,0.0,4.0,3.11
STU-14277,1.8,0.6428290766208252,-0.11821140997087602,-0.30848329048843254,0.0,0.3878787878787876,-1.0316637881404722,0.0,1.0,3.73
STU-11715,1.4,0.41335952848723007,-0.8425561075895162,0.3393316195372742,0.1262886597938144,-0.27272727272727276,-0.24870466321243528,0.0,2.0,4.24
STU-14530,-0.6,-0.16502946954813374,-0.07366798012677862,0.5347043701799481,0.011168384879724701,-1.0848484848484847,-0.6908462867012091,0.0,3.0,4.09
STU-14655,0.8,-0.7277013752455797,0.05585060818913712,0.49357326478149044,-0.46262886597938213,0.054545454545454446,0.2579159470351181,0.0,3.0,4.62
STU-13555,0.6,-0.9304518664047152,0.0,-1.069408740359897,-0.6095360824742271,0.0,0.14738054116292473,0.0,2.0,3.05
STU-12994,-0.4,-0.3457760314341846,-0.8076066472503005,-0.6272493573264784,-0.7452749140893479,0.9999999999999994,0.7138744962579162,1.0,1.0,2.58
STU-10322,0.4,-0.037721021611002006,-0.4094569127976706,-0.16452442159383046,-0.21005154639175272,0.09090909090909056,1.4461715601611977,0.0,1.0,2.61
STU-10564,1.2,0.7607072691552064,-0.37108103477813986,0.15424164524421538,0.5270618556701032,-0.6848484848484846,-0.7783534830166955,0.0,2.0,4.25
STU-13999,-1.0,-0.3064833005893909,-0.9467192050710989,1.0694087403598962,-0.8629725085910659,0.25454545454545446,0.2694300518134715,0.0,0.0,4.52
STU-10173,0.4,0.33320235756385064,0.5732396779167377,1.3059125964010276,-0.5150343642611691,-0.13939393939393963,0.31318364997121484,0.0,0.0,4.76
STU-14145,0.2,2.054223968565816,0.9988007538118888,1.1722365038560407,0.33161512027491424,0.6787878787878787,0.7345998848589524,0.0,2.0,6.2
STU-13109,0.4,-0.46994106090373294,-0.3361315744389251,-0.3496143958868902,-0.018470790378007175,-0.21818181818181834,-0.3937823834196892,0.0,2.0,3.91
STU-12215,-0.8,0.24990176817288803,0.8960082234024319,0.061696658097685965,0.5270618556701032,-1.2848484848484847,-0.9188255613126081,1.0,2.0,4.99
STU-11673,0.4,-0.8565815324165031,-1.2496145280109654,-0.8946015424164524,-1.9776632302405512,1.0242424242424242,0.8267127230857804,0.0,3.0,2.57
STU-12193,-0.4,-0.45893909626719065,0.29981154702758167,0.17480719794344463,-0.6499140893470798,0.5393939393939391,-0.1842256764536557,0.0,3.0,4.32
STU-14617,0.2,0.17760314341846772,-0.2422477299982875,0.09254498714652941,0.5270618556701032,-1.3333333333333333,0.8313183649971216,1.0,4.0,3.71
STU-10533,-0.4,0.18546168958742631,0.18125749528867444,-0.8431876606683806,0.0,-0.4,0.5549798503166382,0.0,4.0,3.98
STU-14192,-0.2,-0.776424361493124,-0.6157272571526478,-1.470437017994859,-1.3316151202749151,1.1757575757575758,0.43983880253310315,0.0,3.0,2.52
STU-11985,-0.2,-1.7288801571709236,-1.264005482268289,-0.740359897172237,-0.664948453608248,0.23030303030303018,-0.4237190558434082,1.0,0.0,3.46
STU-13649,0.4,0.8660117878192538,-0.39986294329278793,0.9871465295629819,0.5270618556701032,0.9090909090909084,-1.061600460564191,0.0,2.0,5.11
